"기준_년_코드(STDR_YY_CODE_SE)","기준_분기_코드(STDR_QU_CODE_SE)","블록코드(BLCK_CODE_SE)","서비스업종코드(SVC_INDUTY_CODE_SE)","분기_매출금액(THSMON_SELNG_AMOUNT_AM)","분기_매출건수(THSMON_SELNG_CO)","주중_매출비율(MDWK_SELNG_RATE)","주말_매출비율(WKEND_SELNG_RATE)","월요일_매출비율(MON_SELNG_RATE)","화요일_매출비율(TUES_SELNG_RATE)","수요일_매출비율(WED_SELNG_RATE)","목요일_매출비율(THUR_SELNG_RATE)","금요일_매출비율(FRI_SELNG_RATE)","토요일_매출비율(SAT_SELNG_RATE)","일요일_매출비율(SUN_SELNG_RATE)","시간대00~06매출비율(TMZON_00_06_SELNG_RATE)","시간대06~11매출비율(TMZON_06_11_SELNG_RATE)","시간대11~14매출비율(TMZON_11_14_SELNG_RATE)","시간대14~17매출비율(TMZON_14_17_SELNG_RATE)","시간대17~21매출비율(TMZON_17_21_SELNG_RATE)","시간대21~24매출비율(TMZON_21_24_SELNG_RATE)","남성_매출비율(ML_SELNG_RATE)","여성_매출비율(FML_SELNG_RATE)","연령대10_매출비율(AGRDE_10_SELNG_RATE)","연령대20_매출비율(AGRDE_20_SELNG_RATE)","연령대30_매출비율(AGRDE_30_SELNG_RATE)","연령대40_매출비율(AGRDE_40_SELNG_RATE)","연령대50_매출비율(AGRDE_50_SELNG_RATE)","연령대60이상_매출비율(AGRDE_60_ABOVE_SELNG_RATE)","주중_매출금액(MDWK_SELNG_AMT)","주말_매출금액(WKEND_SELNG_AMT)","월요일_매출금액(MON_SELNG_AMT)","화요일_매출금액(TUES_SELNG_AMT)","수요일_매출금액(WED_SELNG_AMT)","목요일_매출금액(THUR_SELNG_AMT)","금요일_매출금액(FRI_SELNG_AMT)","토요일_매출금액(SAT_SELNG_AMT)","일요일_매출금액(SUN_SELNG_AMT)","시간대00~06매출금액(TMZON_00_06_SELNG_AMT)","시간대06~11매출금액(TMZON_06_11_SELNG_AMT)","시간대11~14매출금액(TMZON_11_14_SELNG_AMT)","시간대14~17매출금액(TMZON_14_17_SELNG_AMT)","시간대17~21매출금액(TMZON_17_21_SELNG_AMT)","시간대21~24매출금액(TMZON_21_24_SELNG_AMT)","남성_매출금액(ML_SELNG_AMT)","여성_매출금액(FML_SELNG_AMT)","연령대10_매출금액(AGRDE_10_SELNG_AMT)","연령대20_매출금액(AGRDE_20_SELNG_AMT)","연령대30_매출금액(AGRDE_30_SELNG_AMT)","연령대40_매출금액(AGRDE_40_SELNG_AMT)","연령대50_매출금액(AGRDE_50_SELNG_AMT)","연령대60이상_매출금액(AGRDE_60_ABOVE_SELNG_AMT)","주중_매출건수(MDWK_SELNG_CO)","주말_매출건수(WKEND_SELNG_CO)","월요일_매출건수(MON_SELNG_CO)","화요일_매출건수(TUES_SELNG_CO)","수요일_매출건수(WED_SELNG_CO)","목요일_매출건수(THUR_SELNG_CO)","금요일_매출건수(FRI_SELNG_CO)","토요일_매출건수(SAT_SELNG_CO)","일요일_매출건수(SUN_SELNG_CO)","시간대00~06매출건수(TMZON_00_06_SELNG_CO)","시간대06~11매출건수(TMZON_06_11_SELNG_CO)","시간대11~14매출건수(TMZON_11_14_SELNG_CO)","시간대14~17매출건수(TMZON_14_17_SELNG_CO)","시간대17~21매출건수(TMZON_17_21_SELNG_CO)","시간대21~24매출건수(TMZON_21_24_SELNG_CO)","남성_매출건수(ML_SELNG_CO)","여성_매출건수(FML_SELNG_CO)","연령대10_매출건수(AGRDE_10_SELNG_CO)","연령대20_매출건수(AGRDE_20_SELNG_CO)","연령대30_매출건수(AGRDE_30_SELNG_CO)","연령대40_매출건수(AGRDE_40_SELNG_CO)","연령대50_매출건수(AGRDE_50_SELNG_CO)","연령대60이상_매출건수(AGRDE_60_ABOVE_SELNG_CO)","점포수(STOR_CO)","적재일시(LDADNG_DT)"
"2013","2","2*0*7*","CS100005",236497255,7950,62.6,25.5,12.2,21.2,26.8,17,14.7,0,1.1,0,25.6,17.9,13.6,50,11,100,58.5,0,15.9,38.7,30,13.7,18.1,30196950,4192899,3603576,80565907,86017569,20481202,3026149,0,0,32113049,3240707,3622338,37111827,64389230,0,54371683,421503,150199,49924755,22237029,1404304,24511641,3698211,16746,173,0,60,379,589,29,1507,0,0,1458,618,2483,494,30,184,9081,19,0,115,98,1031,16,1,"2019-09-20 14:26:16"
"2018","3","4*7*0","CS200003",103222651,13,91.5,0,10.7,13.3,30.1,10.2,16.1,13.8,17.8,0,3.5,40.1,23.3,32.4,40.3,53.1,72.3,0.1,31.7,11.1,14.5,51.7,27.6,10682270,17287542,62524240,66661700,4680911,2260274,30348473,1050519,1176003,0,192717884,115892589,6285400,14444942,63951461,14522885,72834367,0,0,797701,33927280,36497849,8698393,49,14006,0,0,642,257,213,2030,131,0,5,0,573,22372,1402,257,235,157,0,24,10,120,13,1,"2019-09-20 14:26:16"
"2017","2","1*6*6*","CS300011",813638908,3472,52.2,32.2,15.6,20.2,28,16.1,14.8,2.8,3.8,16.8,8.7,0,11.9,35.9,25.5,68.1,46.7,0.8,4.8,48.5,38.8,8.8,7.8,353168847,5894472,368246,3352302,16630736,20683347,4061279,1816450,0,0,0,13815784,13392074,50794287,0,0,278875693,0,0,1995705,40580388,10517542,18990577,791,495,93,1336,20,17,624,0,297,0,3854,129,71,12,74,60,5141,0,5323,0,0,0,0,1,"2019-09-20 14:26:16"
"2014","3","1*3*3*","CS300014",54206925,2130,66.6,45.4,17.8,4,13.1,19.2,13.7,34.4,6.2,0,0,34.6,33.3,13.2,7.3,31.2,72.7,1,0,10.6,3.3,0,2.7,104847784,0,16087699,26341620,182461,364712702,8725090,125809,0,0,5389717,14366891,2590313,6426139,717841,365225048,14617416,0,3249452,29047896,16598103,7806478,134066,1365,8203,1743,0,3083,0,488,0,402,0,187,17,0,36,118,238,2773,11,246,4072,412,146,1206,2,"2019-09-20 14:26:16"
"2016","1","1*6*7*","CS100001",523974323,6187,85.2,21.9,0,12.7,12.4,19.5,11.3,20.9,38.4,0,5.6,0,30.7,23.5,0,6.7,56.1,0,25,16.5,21.4,30.4,0,1417266,3921373,0,2786113,30094809,15017584,1130805,1663979,11279074,0,146631,6746224,3109000,176731079,1502159,68828042,71350482,0,0,68482208,0,11956595,612932,13018,12,244,678,54,120,0,4004,0,0,4502,142,227,1579,0,35551,46,536,1101,122,258,310,309,2,"2019-09-20 14:26:16"
"2016","2","3*9*5*","CS100005",267000000,1133,82.2,72.2,16,9.2,33.3,16.3,0,15.8,0,0,0,0,58.6,46.5,0,53.3,54.3,0,17.9,9.8,37.2,0,0,831398023,6032684,0,49706727,1483904,102145312,22127548,2866052,0,39623099,383761,31397972,49150390,2524390,0,35194971,69517550,9188930,0,18726345,3092021,0,16634794,41,8329,77,0,19,6749,3774,1684,81,197,509,583,0,2471,0,6498,587,292,1002,30,154,52,82,2,"2019-09-20 14:26:16"
"2019","1","2*9*4*","CS200016",149240346,426,77,31.5,24.2,23.2,8.6,12.4,15.3,17.2,0.3,0,0,11.1,31.4,9.2,4.5,46.8,10.2,5.3,0,7.3,13.7,25.7,50.9,8140977,8601105,70401844,85841057,0,4911628,39010989,12064292,17241063,49538337,4280255,18235545,0,89778198,0,70255734,0,90679,10440167,1500069,16975481,7623831,1428011,27,214,1308,5212,54,78,93,63,0,4544,0,488,0,10278,612,143,136,36,156,10971,0,20,327,1,"2019-09-20 14:26:16"
"2018","1","4*3*2*","CS100001",9199077,1765,85.8,0,13.2,20.5,10.3,20.4,14.6,5.5,0,0,0.8,25.7,47.7,28.2,51.7,34.8,26.2,0.6,10.1,25.7,5.1,11.3,21.2,3067285,25236453,1376974,103814,9493739,25455575,22962682,5183978,48165415,0,1844586,8403361,0,17228728,0,247768,6756586,0,0,152217,126518877,9565560,0,2598,1060,13,194,131,9429,64,336,67,0,0,35,1167,1050,30,274,6108,96,67,643,83,6314,0,1,"2019-09-20 14:26:16"
"2014","1","2*9*0*","CS100009",104553639,367766,65.1,0,17.1,26,28.7,15.5,17.6,13,0,38,0,0,0,43.3,12.1,45.1,60.5,0,47.3,33.2,34.1,55.2,19.9,116951668,22651472,494270,3458400,17864662,122881,4105755,50585738,0,0,0,23395077,24121166,166043714,12609060,36448592,36390343,579222,654725,158929098,33244617,502239,153319832,12224,123,5837,351,975,1836,108,1646,1120,167,4863,6395,5,253,0,113,6020,0,10143,414,216,384,4852,1,"2019-09-20 14:26:16"
"2014","3","2*8*0","CS100007",43610741,39436,100,15.1,13.7,29.4,15,18.7,24.3,9.1,18.7,0,12.9,37,29.8,0,3.1,61.8,22.9,0,3.2,12.3,100,36.3,8.1,50655758,17437575,35209893,57107893,3395654,99250182,0,2995887,0,0,2570467,57072566,915611,51724,937961,4408408,52183498,0,0,0,2664623,5383052,3336857,3417,12886,61,56,431,4264,443,230,0,0,0,22,378,110,0,1119,3910,9,86,313,7037,263,27,1,"2019-09-20 14:26:16"
"2017","3","3*3*5*","CS200003",150511495,20205,68.6,0,5.6,15.1,18.9,19.7,18,14.1,0,0.8,7.1,3,8.3,30.8,0.3,73.7,45.4,0,44,33.5,0,23.6,35.8,168931158,5117075,2468440,7144742,507289,10911108,7028641,0,64227576,149583,11259222,13898573,2057494376,2769271,2406486,435151618,1203547,0,3323755,12440249,1500755,141625151,1173565,1066,189,78,5039,2319,105,185,417,5,0,158320,5883,85,888,0,709,6391,0,0,10,1194,108,6515,2,"2019-09-20 14:26:16"
"2014","1","1*9*6","CS100003",25814617,16,52.8,0,21.9,18.4,27.6,7.1,24.3,16.4,0,0,0,21.3,5.7,11.8,18,75.9,50.1,0,5.9,30,11.4,9.1,14.6,134935099,23515430,168311027,0,25806073,3212596,1029721,40018656,2887583,0,0,20536395,1374821,89012025,16694316,99236241,42985299,0,278188,58693484,78093135,136354701,14343714,1168,1740,6,4676,11319,3780,22,4073,1041,260,118,29,32,290,0,937,4275,0,29090,1050,87,15,95,2,"2019-09-20 14:26:16"
"2016","1","2*9*0","CS300001",113578488,1761,60.7,6.7,6.7,14,0,17.7,13.5,19.2,14.2,0,4.9,17.9,41.7,18.7,3.7,62.1,14.1,2.3,0,15.1,15.2,22.5,1.5,138863885,1697402,4418753,4885243,2754443,986182,4553181,8721020,3901449,0,0,0,3326629,15142603,0,20670590,15774171,0,254188,16125365,2503603,5782020,4622301,3394,131,4215,787,6,0,574,3222,0,23,305,0,0,1311,0,312,59,0,65893,241,31,10333,0,0,"2019-09-20 14:26:16"
"2013","2","1*7*9*","CS200017",360008702,9605,93.2,32.7,0,19.6,15.4,14.1,18,16.3,0,1.7,0,12.2,23.7,10.3,28.1,62.8,78.2,0.5,11.8,35.1,4.7,21.4,1.6,242876982,4264424,73615,1222045,22976135,36604243,41462409,171875059,566921,0,4584898,1876592,8754056,108066061,3891526,0,0,376363,3698811,0,23114331,174084417,35364946,14192,31871,29,138,43,20,3,0,1687,0,24,3859,7349,1811,1767,392,14115,0,21,1126,39,17104,443,3,"2019-09-20 14:26:16"
"2019","1","1*8*7","CS200005",5965009,15035,70.9,23.2,19.4,16.4,16.1,13,20,24.8,0,14.4,17,9.7,0.2,42.7,0,43.1,49.8,1.3,0,15.1,13.3,4.7,100,160494316,656821,11505576,28213755,1690605,758126,655994,1686532,18083892,0,1155754,756309,3758775,363389484,8884213,387030200,8162963,6808683,631302,49449645,5958530,1880212,2881721,6,250,114,552,6843,6368,465,263,0,0,13957,57,20,64583,290,317,4561,51,264,23307,1314,2079,543,0,"2019-09-20 14:26:16"
"2013","1","3*6*2*","CS200003",343103218,9889,79.5,36.7,14,15.7,17.3,11.1,12.9,9.8,14.5,0,15.1,14.1,9.4,32.4,5.7,100,61.4,0,22,26.6,27.9,11,4.8,18396391,610034259,11252560,6491396,8130769,10221418,0,0,6489708,0,77188396,22201930,21569666,4089986,85163523,122724811,1131561,0,21423356,74552612,6682484,2406150,24511598,16274,3682,1133,192,3086,421,1922,482,0,15748,251,10,81,9607,12,1906,399,0,0,153,30279,3038,694,2,"2019-09-20 14:26:16"
"2017","3","1*2*6","CS100005",127491096,21148,100,7.6,15.2,17.6,21.8,10,10,24.7,9,0,68.4,12.3,0,40.7,1.7,56.7,48.7,0,22.4,15.6,11.4,40.6,18.9,12938649,5447739,1494894,0,1741992,1123678,1681027,0,0,0,10341642,0,603595,131902284,0,8895211,940185594,1699613,476764,4680142,161881373,0,26911071,340,9039,476,1071,0,133,163,129,8,0,39,506,1107,45,184,883,31,7,1784,2718,3106,4413,22,1,"2019-09-20 14:26:16"
"2017","1","2*6*6*","CS200003",236771765,4688,100,9,50,14.1,10.8,14.7,15.8,12.1,0,0,0,24.8,8.1,16.8,25,58,40.9,0,9.1,17.1,24.3,8,2.5,37869294,0,1143638,5277386,12827003,41478205,322500926,828993,0,30291061,76698742,36554856,0,2383673,944402,33035614,150766720,0,4440989,434994,58481764,3165406,653820,1078,5,2219,79,18,26,486,3962,0,387,1779,0,172,191,0,6189,332,6,77,238,448,582,129,1,"2019-09-20 14:26:16"
"2014","1","2*0*8*","CS200004",23376444,92,74.2,15.7,14.5,13.8,19.3,16.1,15.8,30,14.1,0,21.8,12.5,10.2,0,0,47.3,62.5,0.2,10.8,16.8,30.8,26.5,8.7,187235032,35430084,44674216,182659638,8644645,4822850,6143445,0,0,0,3972463,29421990,36711507,1198753,3490989,11582031,83272352,0,1825133,1817935,10756984,190596560,292090,17463,89,659,51,31,40,122,177,0,0,0,60,257,10837,7,23775,2167,0,7,77,306,723,15,2,"2019-09-20 14:26:16"
"2018","4","1*7*2*","CS200016",49979262,484,72.6,10,2.6,15.8,28.4,12.6,0,9.9,0,2.2,11.4,28.8,37.9,54.2,40.1,100,32.6,0,29.5,16.5,21.1,9.6,8.3,88668033,30977411,6852617,175962,1150961,16013889,194122,2882835,2059174,750297,19979262,46484805,1659190,1311076790,2405541,36591174,548957,0,0,0,48199685,6681696,174458037,68,2828,3405,1585,2101,542,220,499,159,0,0,3005,0,322,0,4597,6256,30,122,436,27,29,0,3,"2019-09-20 14:26:16"
"2018","1","2*1*4*","CS200014",229991253,51,67.4,33.8,84,13.3,9.3,14.6,13.7,25.9,32.2,6.9,0,19.7,22.3,20.3,0,34,23.2,0.1,40.9,20,21.8,13.1,30.3,530128947,11971028,2889766,24142771,1119255,8194059,21112756,3378598,2369385,0,109091439,30249386,118129821,3084526,10479493,9612949,7744650,0,0,41139321,5208895,0,777223,2486,0,312,3757,1360,260,286,319,0,0,0,0,529,718,0,276,39840,229,0,315,60,248,0,2,"2019-09-20 14:26:16"
"2016","4","9*0*5","CS200005",47001085,1588,92.2,26.7,13.1,12.5,17.8,15.2,12.5,12.7,0,2.4,0,21,48,17.5,0,35.2,19.7,0,0,4.2,20.8,14.5,4.3,137529400,111694607,0,21480413,4635578,0,2594204,33662891,68427736,0,877176,0,0,12948641,2470477,46404774,21312716,0,8145973,5935484,55646733,15690130,6672603,1111,113,180,11,85,16,376,56,902,0,3874,1145,0,34,87,927,41585,0,11484,1848,59,129,3809,1,"2019-09-20 14:26:16"
"2013","3","2*9*5*","CS200015",33398677,2132,49.7,18.3,11.1,14.1,18.2,15.8,9.8,32.1,21.8,13.5,0.5,40.6,27.7,68.2,20.2,50.8,14.7,0.7,33.8,19.6,20.1,19.5,23.8,44937146,1170160,13944547,233259,5345627,1115666,9320950,0,0,0,9261114,12271178,14767617,5615169,992079,65092410,165209112,1878618,150762894,2621203,0,29563793,2308135,5324,0,115,362,3045,1819,248,1451,0,17,64,2396,20,13,28391,9618,56,0,152,47,449,0,211,1,"2019-09-20 14:26:16"
"2013","4","4*1*0","CS200001",5509392,7332,68.6,30,22.2,25,18.2,12.8,33.3,7,11.1,0,1.2,30.7,15.7,38.5,44.4,53.9,83.8,3.5,0,3.7,28.3,23.6,4,28808190,153084886,4375001,30414217,2283224,3218971,1779025,1120942,0,0,225109,16195690,0,23526607,143268806,92902438,44048417,410396,240357664,23600258,54545536,12617825,251552,74617,186,5608,0,42,1231,291,718,0,0,491,10,0,59,0,676,173,12,9758,0,158,560,152,2,"2019-09-20 14:26:16"
"2014","3","2*1*8*","CS100001",623726394,123,84.6,34.1,14.9,11.8,12,0,0,7.2,14.8,0,0,29.7,41.2,24.3,0,93.5,56,0,37.9,11.6,41.4,43.3,0,50229346,4548819,8359188,2358051,0,7692720,24242,5513983,54117799,0,0,4199423,3989428,69635449,2083474,25003874,77491696,0,9507428,0,467293565,3388879,1133333,951,0,88,704,290,1307,120,24,0,0,561,651,8154,99,0,49,1187,22,0,5627,1205,3906,144,1,"2019-09-20 14:26:16"
"2013","2","2*7*6*","CS100009",3276122,1770,68.8,4.1,8.8,18.2,12.1,17.9,15.8,14.1,0,0,0,40.8,15.9,38.5,0,47.2,26.3,1.9,13.7,0,8.3,0,6.8,58440489,11752071,1703971,0,18288050,7404836,98863507,31882118,0,0,0,0,0,5343062,4144471,51019682,136201847,0,25634901,6808694,340921993,22187577,0,41027,0,17,943,27,222,3218,691,0,338,73,0,11,13445,3743,623,58,0,3250,1065,3539,846,677,1,"2019-09-20 14:26:16"
"2014","1","2*3*7*","CS300013",98022469,17577,100,10.8,6.7,21.4,15,0,8.7,28.5,5.3,9,0.4,23.7,9,14.9,1.2,56,33.4,5.1,5.3,0,24.6,19,11.9,13040463,7245107,6322007,349291,16737688,32239402,11987212,71045095,15252917,16959232,1826874,0,2261849,58181674,5736928,0,131854762,0,0,66524836,19516965,1275000,83066,4466,394,16,869,55,2195,73,225,5093,0,10,4725,2352,746,26,300,33459,0,36914,42,16,3615,198,1,"2019-09-20 14:26:16"
"2018","4","4*0*5*","CS100001",181070051,126,70.7,10,12.1,0,12.1,18.1,11.5,25.7,14.2,10.9,1.8,57,15.1,3.7,4.4,58.4,70.2,0,48.2,20.4,18.4,11.7,0,54508774,122321345,15360204,3725720,8695960,2094734,85249062,13904110,896992,54564629,14570648,52971655,20160855,7109990,0,58280305,163539111,7853476,0,464636,51554043,548589,3289838,1579,125,1893,44,985,2330,468,1890,0,0,205,436,143,1035,0,8172,1035,8,72,0,3157,4077,0,1,"2019-09-20 14:26:16"
"2019","2","1*3*4","CS300016",234505780,370,87.2,47.7,30.8,50,12.5,12.8,16.7,11,10.5,0,3.2,24.5,18.4,30,8.2,45.2,0,0,16.7,22.1,35.5,48.6,11.6,3244733,41497252,31227335,611921,29631922,0,17043048,506531,0,0,0,0,66183999,118455202,0,454384,6184097,0,15272028,44237628,103901286,112003843,9876206,10606,960,1512,3552,3631,12,0,5822,19926,0,784,472,4261,4215,0,366,32,0,3144,0,1306,1982,6,1,"2019-09-20 14:26:16"
"2017","1","2*3*8","CS100008",5728185,316,58.5,15.9,0,27.5,7.5,10.4,18.6,14.9,21.7,13.5,0,14.7,22.7,50.9,0,0,30.8,0,28.7,17.1,55.8,20.4,6.3,886514224,0,0,1197098,0,2163349,2002228,30228856,29065946,0,530677,7084640,40125530,223776,0,30015328,30480798,0,0,2248338,41276601,4056750,304678,3248,221,250,188,3985,1233,22,1433,0,0,4975,420,24,65,15054,334,116,0,9,51,81,929,39,3,"2019-09-20 14:26:16"
"2013","4","3*6*8*","CS100001",116468501,44,60.8,35.4,15,18.7,14,6.4,16.9,14.8,18.6,18.3,0,15.3,28.8,20.2,4.4,38.1,83.6,0,13.4,33,100,0,18.2,113386110,71367041,5478883,62774413,119240067,22312319,83389377,7585147,5290365,0,0,18050995,7859676,6548987,4100642,57434083,13028822,0,4656504,10966499,418022487,4996370,0,69,1791,1463,130,358,0,2103,1858,10707,434,0,234,516,433,0,2022,169,0,297,16,1140,286,2196,2,"2019-09-20 14:26:16"
"2019","2","2*3*9","CS200010",104412151,462,92.5,0,0,22.2,15.8,0,15.3,15.1,2.5,0,0,55.8,0,37,0,0,55.4,4.9,0,30.5,18.4,13.9,4,82572,30391156,133200919,18039623,7851858,23939542,11905509,11910056,0,0,24875787,9498782,125448381,4371106,0,266537272,39129598,0,573000,39519785,116500443,7032068,22073594,267,56,1626,340,40,56,3672,0,0,0,30,116,14,834,389,2331,2789,0,1008,78,439,131,97,2,"2019-09-20 14:26:16"
"2017","4","2*1*7*","CS300011",315270433,720,62.9,33.7,33.3,17,17.7,6.7,33.3,17.9,0,0,22,15.1,13.7,46.5,22.5,55.7,57.8,2.2,34.6,15.7,5.5,12.4,9.1,4547736,91191823,48627489,0,773693,39495622,70095950,7432565,0,0,0,8580656,0,38270738,22052705,6908582,92750696,0,1285098,16128611,18657583,9936143,13266651,3705,13,8,579,18410,2063,24,373,5756,3696,1746,26,12,130,1595,345,179,21,330,10830,306,0,77,2,"2019-09-20 14:26:16"
"2017","2","3*5*0*","CS200001",22450160,1864,67.1,29.2,30.1,13.6,12.6,18.4,16.1,10.9,12.4,5.6,14.9,64.9,0,48.7,2.2,0,26.6,0,5.9,30.5,46.7,6.7,11.6,3255550,56635999,4997027,5586504,8733659,3525850,2808160,20472849,1612794,0,1289609,325666324,57898219,739585312,0,55450170,29921659,0,0,0,1802001,3967254,0,1947,56,38,665,242,1613,265,67,7,0,0,558,5140,648,10505,16653,26,0,27,261,16,257,14,1,"2019-09-20 14:26:16"
"2017","1","3*6*5","CS200015",2408049,2230,57.8,27.9,12.2,12.1,16.4,3.3,17.7,17,0,0,4.8,20.6,8.2,42.8,3.9,40.7,50,8.6,24.7,12.5,25.7,16,11.3,305199639,1401671,23698209,1449456,43317701,14712199,1161388,2003564,855234,0,39188728,25611740,307364213,7234161,143521,40554628,28741238,0,389894924,280911384,1401006,8010766,160359,21633,0,36,0,0,1098,1379,319,2518,14506,0,0,1545,266,0,265,0,12,666,10,6536,5,0,0,"2019-09-20 14:26:16"
"2018","4","2*1*4","CS300002",84296317,802,71.3,33.3,15.5,16.9,14.8,15.9,31,23,9.2,13.6,0,41.1,49.1,24.3,0,63.5,60.2,1.2,0,35.4,49.5,18.9,19.1,6702934,2057357,1795264,26883604,11787864,18042394,1447415,23170134,16247840,11056831,12933047,0,472510624,452697589,58549280,100654585,42079408,1250352,11336087,11786655,684677614,3434564,4140689,423,469,1803,63,7,416,4008,1459,122,0,0,40,7190,3493,198,17170,152,15,53,22,532,577,63,8,"2019-09-20 14:26:16"
"2016","4","1*8*7*","CS100001",437749648,1757,79.1,16,100,17.1,14.6,14.6,15,0,9.6,0,0.6,0,21.2,15.1,2.8,56.6,0,0,15.9,22.5,3.4,11.4,0,99543119,0,102025180,762584,843568,82377606,2821240,556275,0,0,312861,368421,77513612,13002127,5347177,5499357,12160053,709153,0,132441,40968453,15954304,0,3681,1589,226,118,2455,42,11,4167,0,0,0,0,1145,349,0,1785,343,0,0,279,29,135,581,1,"2019-09-20 14:26:16"
"2018","1","2*6*0*","CS300007",70310546,36,86.3,57,14.9,13.3,12.4,4,15.8,21.4,0,0,8.3,0,13.9,31.4,66.7,32.9,0,0,11.2,27.5,22.6,34.4,8,8382237,28036806,19113872,7257560,81520319,52277047,46036379,0,0,0,104364,71360652,96453431,9990424,3149802,20271099,0,2908341,1490437,6123110,70887039,0,2905296,10072,173,664,0,83,2474,282,62,238,0,89,133,4891,8271,15763,376,14045,56,2980,756,275,1020,0,2,"2019-09-20 14:26:16"
"2018","4","4*2*0*","CS300013",376317267,6927,88.2,27.6,0,6.5,17.7,14.9,18.6,20.9,0,33.2,1.5,27.7,8.5,28.7,3.6,54.2,20.6,1.9,0,24.9,31.2,14.8,1.3,27406512,2264728,14026814,0,13047675,558101,6267118,1255107,10996994,0,2325324,727829,8699676,184968377,1442006,12907220,2565781,0,17257068,64357366,6302136,1387682,16438192,122,243,0,34,70106,0,1370,1674,35,375,0,1190,338,6612,0,15,132,0,0,3857,239,0,24,6,"2019-09-20 14:26:16"
"2015","4","1*2*0*","CS200010",141105239,7985,79.9,35.9,33.3,14.8,14.4,17.9,10.2,5.6,23.8,0,20.6,0,29.3,17.4,25.5,60.2,64.4,0,9.8,7.7,23.7,22.6,6.7,2379318,11587285,0,7078200,12758280,5348476,2420030,4166836,482770,0,10240364,21584298,946521,7614234,0,15486204,41635625,0,0,12922769,7698185,18251301,264605,62,3192,331,706,195,40,39,377,1794,0,0,25,63,89,429,11678,83,221,0,506,63,0,65,1,"2019-09-20 14:26:16"
"2013","2","2*6*6*","CS200016",60400539,1694,86.5,0,18.6,17.7,13.8,13.6,11.8,23.4,0,5.8,0,27.3,13,21.5,37.5,60.9,39.9,0,0,26.9,18.1,63.1,66.7,22914759,0,43788502,0,4041273,1193489,70124264,31647451,0,0,622529,10815068,116981059,31284903,16785487,36525347,61637479,716488,60763106,17513416,481946,1769520,2736982,33,0,67,1961,7049,311,651,7,147,0,0,43,4302,3533,300,533,827,0,279,253,24,18,2897,1,"2019-09-20 14:26:16"
"2013","3","2*5*5*","CS100001",135415,311,59,37.6,16.4,20.8,12.6,12.9,19.2,12.7,23,0,9.2,17.7,9.5,32.9,29.1,65.4,71.4,0,15,17.5,0,16.1,16.7,141685687,2758280,1109155,34523039,3189510,57947281,10152290,13950033,930675,0,0,517197,2362756,0,0,111265524,1952165,0,13780043,0,30173831,1103188,462810,32366,2981,0,9878,549,63,547,324,0,19,2140,14,19734,335,759,1366,4936,9,0,158,1580,152,30,8,"2019-09-20 14:26:16"
"2018","4","2*8*9*","CS200005",45194557,1219,73.5,32.8,9.7,4.7,25.2,16.1,14,6.5,13,0.9,0,28.5,31.8,38.5,33.8,83.3,34.4,0,26.6,29.4,59.7,0,11.7,151720618,8771384,1144694,1428405,10498983,8167679,0,7556786,0,0,116448904,69727287,0,89149170,0,2131881,2164360,0,0,3835335,69109209,1482390,698027,367,3255,1101,12,57,531,0,240,0,0,0,0,0,14,0,2819,5,84,370,1653,7655,0,1995,2,"2019-09-20 14:26:16"
"2016","3","3*3*6*","CS200016",22402849,384,79.7,0,15.9,100,14.3,0,20.1,14.1,0,0,4,33.5,0,33.4,2.5,16.7,100,3.9,21.8,17.5,8.4,4.4,13.3,4953936,64772834,460398,9147670,3676435,47408912,10891484,5046718,29340470,0,26624259,52674274,96664646,3169512,54414,48719536,24860174,78332,0,11041539,154928299,162842800,8147028,18,60,369,546,27,593,191,184,41,352,59,73,926,570,112,1002,1369,0,1114,487,1551,3760,0,1,"2019-09-20 14:26:16"
"2015","1","1*2*9","CS100009",287895636,51,100,0,9.7,17.2,17.3,0,16,0,4,0,0,13.8,11.9,50,0,100,58.5,0,48.3,14.2,30.7,4.8,0.9,20480994,44167778,11403111,18560411,3991958,25451542,0,60596828,0,0,0,4343943,19363927,25588000,463463,15230523,65367697,0,53414063,6638054,4867362,15643581,8586683,25624,776,147,0,673,34,260,637,9890,0,562,7681,16,2503,67,0,26,234,6359,21,28,234,732,1,"2019-09-20 14:26:16"
"2017","1","2*2*3*","CS100001",5702851,777,71.5,36.6,9.1,17.1,13.6,11.8,18.4,1.3,22,0,24.1,21.6,66.7,41.9,0,67.2,56.5,1.9,3.6,31.9,26.9,26.1,10.7,14098152,2855760,7247810,305830868,3197287,20685891,3871356,59079146,0,151329,0,572517780,0,4312997,11139456,17661691,465900949,0,63970846,29687350,16830133,15560618,32445418,360,88,439,2091,9134,644,1214,4408,46,0,0,0,11501,935,270,1451,41,0,26,165,554,0,2125,1,"2019-09-20 14:26:16"
"2014","4","2*0*6*","CS200016",776992396,1246,79.6,18.9,0,14.2,19.4,21.3,7.9,19.1,10.7,3.2,0,0,19.7,35.3,41.7,64.4,38.9,0,10.7,0,46.5,15,3.4,74607009,569424,16648989,10657331,323369741,41618177,7856734,15027368,474803,0,0,526547,170816468,2479584,15486137,274374836,23723187,22558,142152,396694,5881962,4918402,0,18932,3266,903,2323,1216,2646,39,156,548,0,15,54,8081,256,0,46,254,168,175,3855,241,3678,2307,1,"2019-09-20 14:26:16"
